ID_FAZENDA,SATELITE,TIPO_CULTURA,AREA_FAZENDA_ACRES,TIPO_IRRIGACAO,TIPO_SOLO,ESTACAO,FERTILIZANTE_UTILIZADO_TON,PESTICIDA_UTILIZADO_KG,PRODUTIVIDADE_TON,CONSUMO_AGUA_M3,TEMPERATURA_MEDIA_C,UMIDADE_SOLO_PCT,INDICE_NDVI,RISCO_AMBIENTAL
FAZ_01214,TerraScan_X,Batata,559.67,Gotejamento,Argiloso,Outono,16.57,208.57,73.25,5874.95,23.58,66.93,0.609,1
FAZ_01215,Sentinel_Agro,Milho,534.0,Aspersao,Franco,Outono,18.47,82.9,67.12,5810.51,26.36,54.87,0.586,0
FAZ_01216,Gaia_Vision,Batata,373.63,Inundacao,Organico,Inverno,5.0,111.16,38.43,5265.51,20.01,58.18,0.603,1
FAZ_01217,Gaia_Vision,Batata,391.5,Sequeiro,Organico,Primavera,13.71,157.14,54.62,3132.8,28.97,60.31,0.639,0
FAZ_01218,OrbSat_Field,Trigo,253.02,Manual,Siltoso,Primavera,6.95,2.59,44.4,2278.77,24.01,45.43,0.676,0
FAZ_01219,AgroSat_BR,Batata,556.77,Manual,Organico,Primavera,16.89,156.1,73.98,6281.59,29.27,58.49,0.68,1
FAZ_01220,Sentinel_Agro,Cana_de_Acucar,315.98,Aspersao,Organico,Inverno,11.59,48.51,52.44,2648.21,26.13,69.75,0.735,0
FAZ_01221,OrbSat_Field,Trigo,185.73,Inundacao,Franco,Inverno,7.27,44.22,49.14,6183.12,20.62,76.47,0.771,0
FAZ_01222,TerraScan_X,Cenoura,269.34,Gotejamento,Siltoso,Outono,3.26,39.31,52.6,3452.65,15.08,70.28,0.858,0
FAZ_01223,TerraScan_X,Tomate,318.45,Sequeiro,Franco,Primavera,11.55,124.29,37.65,4675.39,27.97,53.15,0.565,0
FAZ_01224,Gaia_Vision,Batata,404.46,Aspersao,Siltoso,Inverno,10.06,103.18,54.44,2299.83,23.47,49.19,0.581,0
FAZ_01225,Gaia_Vision,Algodao,859.88,Inundacao,Organico,Inverno,17.15,201.06,82.71,13257.7,17.3,75.58,0.721,1
FAZ_01226,TerraScan_X,Arroz,489.52,Sequeiro,Siltoso,Inverno,14.51,45.92,59.42,4981.56,15.08,,0.915,0
FAZ_01227,Gaia_Vision,Batata,167.99,Gotejamento,Calcario,Outono,6.73,60.28,47.03,800.0,23.51,85.91,0.826,0
FAZ_01228,Sentinel_Agro,Cenoura,595.96,Sequeiro,Siltoso,Verao,8.75,60.56,71.3,7229.37,28.56,73.72,0.677,0
FAZ_01229,Gaia_Vision,Soja,417.57,Aspersao,Arenoso,Inverno,10.11,129.16,58.99,3439.73,21.24,72.01,0.805,0
FAZ_01230,AgroSat_BR,Cenoura,385.2,Aspersao,Siltoso,Inverno,12.31,35.81,66.14,4297.05,20.83,72.88,0.736,0
FAZ_01231,Gaia_Vision,Soja,466.22,Gotejamento,Arenoso,Inverno,9.02,110.71,48.79,2248.33,20.76,84.48,0.766,0
FAZ_01232,OrbSat_Field,Cenoura,408.09,Sequeiro,Franco,Primavera,3.8,92.12,59.15,3858.7,11.37,70.16,0.771,0
FAZ_01233,Sentinel_Agro,Tomate,153.2,Sequeiro,Arenoso,Primavera,9.74,79.98,25.78,2748.34,31.08,58.28,0.607,1
FAZ_01234,OrbSat_Field,Arroz,601.11,Gotejamento,Franco,Inverno,21.8,120.06,62.31,4369.32,14.71,84.9,0.738,0
FAZ_01235,OrbSat_Field,Cenoura,147.5,Gotejamento,Siltoso,Outono,4.05,31.32,51.58,2183.31,22.03,82.93,0.784,0
FAZ_01236,AgroSat_BR,Soja,502.35,Sequeiro,,Verao,18.48,92.32,53.13,3400.9,22.72,60.89,0.725,0
FAZ_01237,Sentinel_Agro,Batata,294.43,Gotejamento,Organico,Primavera,11.62,119.67,45.25,2734.02,38.71,65.69,0.577,0
FAZ_01238,Sentinel_Agro,Tomate,240.31,Inundacao,Calcario,Verao,12.48,138.56,44.38,5793.97,31.84,58.94,0.631,1
FAZ_01239,Sentinel_Agro,Tomate,750.31,Inundacao,Siltoso,Inverno,30.69,153.1,59.91,8835.81,19.54,67.14,0.654,1
FAZ_01240,Sentinel_Agro,Batata,430.56,Sequeiro,Arenoso,Primavera,,113.44,52.41,4890.13,17.75,65.57,0.658,0
FAZ_01241,Sentinel_Agro,Algodao,499.33,Inundacao,Calcario,Verao,14.54,230.44,32.86,8532.56,32.81,38.56,0.423,1
FAZ_01242,AgroSat_BR,Trigo,331.6,Aspersao,Argiloso,Inverno,10.46,77.02,64.89,5934.6,19.9,87.2,0.883,0
FAZ_01243,Gaia_Vision,Arroz,551.14,Sequeiro,,Primavera,14.42,101.37,61.12,7058.77,25.38,67.44,0.704,0
FAZ_01244,OrbSat_Field,Arroz,277.18,Gotejamento,Siltoso,Inverno,8.85,76.22,49.39,4368.5,27.15,75.3,0.761,0
FAZ_01245,Sentinel_Agro,Algodao,519.8,Aspersao,Calcario,Primavera,19.51,194.21,67.77,3140.03,15.68,69.71,0.548,1
FAZ_01246,Gaia_Vision,Trigo,453.15,Gotejamento,Calcario,Verao,8.88,135.9,55.0,4470.06,34.6,40.65,0.545,1
FAZ_01247,Gaia_Vision,Arroz,419.37,Sequeiro,Organico,Verao,9.66,73.63,61.94,4985.78,23.1,91.11,0.885,0
FAZ_01248,OrbSat_Field,Soja,306.98,Manual,Franco,Primavera,9.4,87.9,47.44,3032.69,29.46,51.59,0.629,0
FAZ_01249,AgroSat_BR,Milho,438.9,Gotejamento,Calcario,Outono,15.9,131.51,61.67,3168.99,27.7,57.69,0.647,1
FAZ_01250,TerraScan_X,Milho,365.82,Manual,Arenoso,Inverno,14.68,58.63,43.88,4697.86,6.94,74.83,0.707,0
FAZ_01251,TerraScan_X,Arroz,322.78,Aspersao,Arenoso,Verao,3.08,51.42,54.33,5197.61,30.38,82.25,0.654,0
FAZ_01252,Gaia_Vision,Cana_de_Acucar,516.29,Sequeiro,Organico,Outono,20.78,70.06,43.13,5323.12,19.37,64.26,0.691,0
FAZ_01253,OrbSat_Field,Arroz,274.1,Aspersao,Calcario,Primavera,8.21,87.8,40.44,2559.38,31.57,57.75,0.62,0
FAZ_01254,TerraScan_X,Batata,175.32,Manual,Calcario,Verao,2.89,103.69,42.9,1220.44,31.44,72.63,0.748,0
FAZ_01255,Gaia_Vision,Batata,208.91,Inundacao,Organico,Verao,4.13,97.33,41.26,5567.29,23.08,67.83,0.645,0
FAZ_01256,AgroSat_BR,Trigo,572.83,Gotejamento,Siltoso,Inverno,14.19,141.84,63.53,5642.86,17.95,78.49,0.797,0
FAZ_01257,TerraScan_X,Tomate,391.28,Sequeiro,Argiloso,Outono,17.48,162.25,48.32,4161.88,32.79,56.84,0.621,1
FAZ_01258,Gaia_Vision,Soja,449.97,Gotejamento,Argiloso,Inverno,5.87,109.65,59.51,5911.28,19.03,75.79,0.786,0
FAZ_01259,Gaia_Vision,Algodao,343.19,Inundacao,Franco,Primavera,8.81,159.2,49.4,8025.73,19.95,58.78,0.599,1
FAZ_01260,Sentinel_Agro,Arroz,370.11,Manual,Arenoso,Verao,2.62,46.53,49.54,2903.59,39.06,57.49,0.657,0
FAZ_01261,AgroSat_BR,Soja,568.1,Inundacao,Siltoso,Outono,14.67,39.83,55.48,7322.38,26.56,57.15,0.726,1
FAZ_01262,Sentinel_Agro,Algodao,652.64,Gotejamento,Arenoso,Inverno,14.56,166.87,63.72,8241.32,20.47,70.54,0.572,1
FAZ_01263,OrbSat_Field,Batata,489.9,Sequeiro,Siltoso,Outono,14.94,172.48,47.03,5369.35,19.68,58.28,0.62,1
FAZ_01264,Sentinel_Agro,Cenoura,465.0,Gotejamento,Organico,Primavera,7.48,109.79,55.31,3077.31,18.44,87.5,0.74,0
FAZ_01265,Sentinel_Agro,Soja,248.42,Inundacao,Franco,Verao,8.76,53.73,39.48,6472.99,37.02,48.93,0.73,1
FAZ_01266,TerraScan_X,Milho,464.78,Manual,Organico,Outono,21.77,85.65,63.03,7031.93,21.21,71.67,0.715,0
FAZ_01267,Gaia_Vision,Arroz,307.89,Sequeiro,Arenoso,Primavera,7.49,28.47,47.02,3316.22,22.56,76.87,0.779,0
FAZ_01268,AgroSat_BR,Trigo,540.03,Inundacao,Franco,Primavera,11.44,29.85,66.2,6015.2,28.02,59.38,0.683,0
FAZ_01269,Sentinel_Agro,Milho,400.9,Aspersao,Calcario,Verao,10.69,119.45,59.86,5018.06,36.18,63.1,0.598,0
FAZ_01270,AgroSat_BR,Tomate,137.99,Manual,Siltoso,Inverno,6.96,65.26,42.85,1232.61,19.43,76.88,0.865,0
FAZ_01271,Sentinel_Agro,Cana_de_Acucar,728.61,Gotejamento,Siltoso,Verao,23.87,106.96,66.11,7896.52,24.87,70.76,0.735,1
FAZ_01272,OrbSat_Field,Algodao,501.45,Gotejamento,Franco,Verao,6.56,92.58,48.64,4835.59,20.06,80.31,0.645,0
FAZ_01273,Sentinel_Agro,Batata,811.36,Sequeiro,Organico,Outono,23.59,278.89,48.48,8938.73,37.27,47.58,0.355,1
FAZ_01274,TerraScan_X,Arroz,408.76,Inundacao,Franco,Outono,8.67,77.82,67.69,6760.32,29.65,64.99,0.703,0
FAZ_01275,Gaia_Vision,Trigo,367.25,Gotejamento,Organico,Inverno,10.42,49.17,61.96,4536.48,25.02,62.75,0.759,0
FAZ_01276,OrbSat_Field,Cenoura,249.1,Inundacao,Franco,Primavera,4.97,80.49,50.16,6271.91,14.59,79.98,0.791,0
FAZ_01277,Sentinel_Agro,Batata,269.32,Gotejamento,Organico,Outono,10.64,105.7,43.19,2591.98,22.26,69.06,0.731,0
FAZ_01278,AgroSat_BR,Arroz,506.52,Gotejamento,Argiloso,Inverno,13.49,138.96,65.81,4561.8,22.5,81.14,0.682,0
FAZ_01279,OrbSat_Field,Cenoura,451.4,Gotejamento,Franco,Verao,11.58,79.17,53.89,5576.26,27.33,58.86,0.79,0
FAZ_01280,OrbSat_Field,Trigo,327.04,Manual,Organico,Primavera,7.83,59.77,54.02,2486.31,19.5,78.28,,0
FAZ_01281,Sentinel_Agro,Cana_de_Acucar,376.06,Manual,Calcario,Verao,17.99,67.91,51.59,4781.4,22.6,42.81,0.617,1
FAZ_01282,OrbSat_Field,Milho,336.35,Inundacao,Arenoso,Primavera,12.83,50.46,34.91,7244.73,25.04,67.18,0.624,1
FAZ_01283,AgroSat_BR,Milho,415.17,Gotejamento,Arenoso,Outono,5.31,35.6,43.25,4109.38,22.97,57.98,0.65,0
FAZ_01284,OrbSat_Field,Batata,266.71,Manual,Franco,Verao,7.25,71.77,45.86,3055.73,27.45,60.81,0.777,0
FAZ_01285,AgroSat_BR,Arroz,466.57,Aspersao,Franco,Verao,9.27,108.52,53.06,2318.59,26.9,57.65,0.67,0
FAZ_01286,Sentinel_Agro,Arroz,200.96,Aspersao,Siltoso,Primavera,2.25,54.4,38.97,1820.06,27.17,67.41,0.67,0
FAZ_01287,Gaia_Vision,Trigo,327.47,Sequeiro,Organico,Inverno,8.94,108.24,50.2,3280.91,12.38,82.08,0.836,0
FAZ_01288,OrbSat_Field,Cana_de_Acucar,291.53,Aspersao,Franco,Primavera,9.35,78.7,47.3,2733.63,30.3,53.71,0.587,0
FAZ_01289,Gaia_Vision,Arroz,532.54,Inundacao,Arenoso,Outono,17.28,28.63,67.69,7561.16,18.11,66.32,0.559,0
FAZ_01290,AgroSat_BR,Trigo,468.54,Sequeiro,Arenoso,Inverno,15.08,39.68,47.05,4045.01,24.44,32.5,0.515,1
FAZ_01291,OrbSat_Field,Tomate,364.97,Aspersao,Arenoso,Verao,15.35,190.81,54.01,5325.07,15.33,93.94,0.612,1
FAZ_01292,TerraScan_X,Batata,386.77,Inundacao,Organico,Verao,11.16,205.36,57.7,6918.84,30.81,77.64,0.69,1
FAZ_01293,Gaia_Vision,Tomate,566.38,Inundacao,Argiloso,Verao,16.1,90.36,69.19,9527.23,27.87,69.8,0.594,1
FAZ_01294,OrbSat_Field,Batata,656.79,Aspersao,Franco,Outono,16.21,188.5,75.11,3524.2,30.84,61.41,0.558,1
FAZ_01295,Gaia_Vision,Cenoura,885.26,Manual,Argiloso,Verao,12.51,172.9,95.0,10754.09,26.95,71.02,0.744,1
FAZ_01296,OrbSat_Field,Trigo,267.12,Manual,Organico,Verao,10.54,3.31,45.28,1429.19,33.06,55.23,0.771,0
FAZ_01297,Sentinel_Agro,Trigo,332.83,Gotejamento,Calcario,Inverno,3.94,77.07,60.41,2785.86,21.3,85.77,0.87,0
FAZ_01298,Gaia_Vision,Soja,174.47,Gotejamento,Franco,Outono,1.05,45.76,45.94,800.0,20.2,74.39,0.83,0
FAZ_01299,TerraScan_X,Cenoura,645.07,Sequeiro,Siltoso,Verao,15.78,202.2,52.74,6774.62,25.97,66.44,0.689,1
FAZ_01300,TerraScan_X,Trigo,349.41,Inundacao,Franco,Inverno,8.36,32.59,49.63,10828.51,19.99,62.3,0.64,0
FAZ_01301,AgroSat_BR,Arroz,360.32,Gotejamento,Franco,Verao,7.92,114.66,42.24,3013.43,36.76,39.57,0.674,0
FAZ_01302,OrbSat_Field,Batata,965.98,Aspersao,Franco,Inverno,34.76,226.22,95.0,7536.35,23.76,88.42,0.723,1
FAZ_01303,Gaia_Vision,Tomate,588.08,Inundacao,Franco,Verao,14.77,245.64,44.45,9387.79,25.99,75.78,0.564,1
FAZ_01304,AgroSat_BR,Batata,290.4,Gotejamento,Calcario,Outono,9.42,119.87,52.17,2691.71,25.25,74.39,0.696,0
FAZ_01305,Gaia_Vision,Milho,298.49,Gotejamento,Franco,Primavera,7.99,70.58,58.05,1957.31,16.74,74.24,0.722,0
FAZ_01306,OrbSat_Field,Soja,441.18,Manual,Organico,Outono,13.85,107.98,70.27,3437.01,20.94,63.65,0.764,0
FAZ_01307,TerraScan_X,Trigo,182.01,Manual,Franco,Inverno,7.51,39.99,50.22,2693.47,20.98,67.93,0.814,0
FAZ_01308,Sentinel_Agro,Cana_de_Acucar,535.88,Aspersao,Calcario,Verao,15.55,92.05,73.76,4721.37,22.88,93.14,0.917,0
FAZ_01309,TerraScan_X,Algodao,335.26,Gotejamento,Organico,Outono,6.14,82.57,49.22,3341.38,22.73,71.16,0.81,0
FAZ_01310,AgroSat_BR,Soja,179.92,Aspersao,Franco,Verao,5.0,25.52,44.09,1666.04,38.67,49.17,0.732,0
FAZ_01311,Sentinel_Agro,Trigo,749.0,Aspersao,Franco,Outono,25.69,207.19,64.81,9524.93,20.04,64.93,0.602,1
FAZ_01312,AgroSat_BR,Tomate,774.73,Aspersao,Organico,Inverno,15.07,116.34,85.38,6677.84,28.0,52.4,0.652,1
FAZ_01313,OrbSat_Field,Trigo,152.19,Aspersao,Franco,Primavera,3.39,45.75,46.22,814.71,19.56,67.89,0.825,0
FAZ_01314,Sentinel_Agro,Algodao,302.06,Gotejamento,Calcario,Outono,11.33,126.96,59.88,1257.18,13.64,94.51,0.88,0
FAZ_01315,AgroSat_BR,Tomate,412.97,Aspersao,Arenoso,Verao,15.83,154.38,51.6,3756.38,33.28,44.94,0.484,1
FAZ_01316,OrbSat_Field,Batata,461.48,Sequeiro,Franco,Verao,14.57,91.38,51.2,5334.0,19.13,71.42,0.751,0
FAZ_01317,TerraScan_X,Tomate,528.28,Aspersao,Siltoso,Verao,13.54,183.47,61.52,2731.85,30.62,63.78,0.654,0
FAZ_01318,OrbSat_Field,Soja,346.26,Aspersao,Organico,Inverno,6.75,33.71,50.62,4233.0,16.41,77.48,0.729,0
FAZ_01319,Gaia_Vision,Batata,561.35,Aspersao,Calcario,Inverno,11.2,180.51,61.9,7060.87,29.34,56.28,0.523,1
FAZ_01320,OrbSat_Field,Trigo,887.92,Aspersao,Franco,Primavera,18.6,214.88,55.56,9999.47,30.49,68.68,,1
FAZ_01321,OrbSat_Field,Cenoura,302.27,Manual,Franco,Verao,8.72,66.32,60.36,1994.95,33.35,53.81,0.768,0
FAZ_01322,Gaia_Vision,Trigo,699.55,Aspersao,Organico,Primavera,,145.51,50.19,8990.5,25.71,75.57,0.683,1
FAZ_01323,AgroSat_BR,Algodao,426.26,Manual,Argiloso,Verao,6.73,152.71,57.48,5472.84,32.69,56.83,0.743,0
FAZ_01324,AgroSat_BR,Cenoura,165.94,Gotejamento,Calcario,Outono,4.35,27.35,38.98,3151.21,32.24,51.54,0.598,0
FAZ_01325,OrbSat_Field,Trigo,216.4,Sequeiro,Calcario,Outono,7.97,1.0,51.06,2814.59,17.61,66.94,0.79,0
FAZ_01326,Gaia_Vision,Cana_de_Acucar,294.4,Gotejamento,Arenoso,Outono,11.88,80.66,54.81,3084.51,17.96,79.38,0.85,0
FAZ_01327,Gaia_Vision,Soja,426.0,Gotejamento,Arenoso,Verao,7.35,115.99,50.81,5553.67,30.68,48.9,0.557,0
FAZ_01328,TerraScan_X,Cana_de_Acucar,232.85,Gotejamento,Franco,Outono,13.32,46.01,52.17,2563.15,25.4,77.45,0.77,0
FAZ_01329,AgroSat_BR,Batata,451.71,Gotejamento,Organico,Verao,11.84,92.48,51.62,3321.28,39.84,66.27,0.743,0
FAZ_01330,Sentinel_Agro,Milho,366.92,Aspersao,Siltoso,Primavera,15.58,30.3,42.24,4129.17,29.48,66.91,0.708,0
FAZ_01331,AgroSat_BR,Trigo,592.57,Aspersao,Franco,Inverno,12.48,182.72,62.71,7309.44,15.48,76.51,0.709,0
FAZ_01332,AgroSat_BR,Arroz,469.62,Manual,Arenoso,Outono,5.81,92.42,42.93,4939.35,23.77,49.69,0.45,1
FAZ_01333,TerraScan_X,Arroz,453.1,Gotejamento,Franco,Verao,8.25,164.19,44.09,4945.4,30.8,58.98,0.596,1
FAZ_01334,Sentinel_Agro,Tomate,337.59,Aspersao,Organico,Verao,10.04,159.51,48.18,1900.15,18.99,81.72,0.717,0
FAZ_01335,TerraScan_X,Cana_de_Acucar,422.42,Aspersao,Calcario,Primavera,11.86,78.81,57.57,4856.48,22.93,80.41,0.798,0
FAZ_01336,Sentinel_Agro,Soja,388.95,Inundacao,Calcario,Primavera,11.78,90.93,54.42,6099.2,20.74,72.6,0.79,1
FAZ_01337,OrbSat_Field,Trigo,359.87,Gotejamento,Calcario,Inverno,3.88,56.01,58.89,2873.95,16.33,46.21,0.654,0
FAZ_01338,Sentinel_Agro,Algodao,252.7,Gotejamento,Calcario,Primavera,3.9,64.8,37.15,1229.71,17.23,68.78,0.727,0
FAZ_01339,TerraScan_X,Tomate,593.7,Aspersao,Siltoso,Inverno,10.14,240.19,82.03,8898.27,19.5,81.18,0.7,1
FAZ_01340,AgroSat_BR,Batata,413.0,Manual,,Inverno,13.07,177.72,48.93,4818.57,32.76,41.46,0.619,1
FAZ_01341,Sentinel_Agro,Cenoura,518.31,Inundacao,Siltoso,Primavera,13.98,116.55,51.04,9498.26,16.42,65.33,0.591,1
FAZ_01342,Sentinel_Agro,Batata,413.08,Gotejamento,Franco,Inverno,14.79,186.69,46.68,5028.02,16.28,71.97,0.625,1
FAZ_01343,Gaia_Vision,Trigo,332.63,Gotejamento,Arenoso,Outono,6.43,93.24,45.36,3820.01,31.65,48.33,0.656,0
FAZ_01344,AgroSat_BR,Milho,259.82,Gotejamento,Organico,Inverno,11.81,39.52,55.12,2534.54,28.19,72.28,0.717,0
FAZ_01345,OrbSat_Field,Cenoura,376.2,Aspersao,Franco,Verao,12.96,82.97,55.46,4228.74,19.65,81.3,0.713,0
FAZ_01346,TerraScan_X,Cana_de_Acucar,248.86,Inundacao,Argiloso,Verao,10.49,47.99,44.76,4951.57,27.5,58.49,0.622,0
FAZ_01347,OrbSat_Field,Trigo,423.15,Gotejamento,Organico,Verao,7.24,81.12,68.96,4431.27,32.3,74.96,0.727,0
FAZ_01348,AgroSat_BR,Milho,145.54,Aspersao,Organico,Primavera,7.55,52.83,50.86,1109.5,27.02,72.5,0.777,0
FAZ_01349,Sentinel_Agro,Cana_de_Acucar,575.64,Inundacao,Organico,Verao,20.5,28.72,49.2,11140.3,27.98,59.86,0.631,1
FAZ_01350,Sentinel_Agro,Milho,60.37,Aspersao,Franco,Primavera,5.15,23.97,39.46,800.0,31.5,63.2,0.795,0
FAZ_01351,AgroSat_BR,Cana_de_Acucar,361.79,Gotejamento,Argiloso,Verao,13.31,119.18,56.43,7283.39,33.96,67.63,0.807,0
FAZ_01352,Sentinel_Agro,Soja,508.65,Aspersao,Franco,Inverno,9.85,82.25,78.43,2200.24,18.19,81.37,0.796,0
FAZ_01353,Sentinel_Agro,Arroz,647.76,Aspersao,Organico,Primavera,16.27,113.67,79.72,5647.54,16.47,73.36,0.687,0
FAZ_01354,Sentinel_Agro,Batata,316.63,Sequeiro,Organico,Verao,9.42,99.09,44.9,4078.16,36.83,52.69,0.681,0
FAZ_01355,TerraScan_X,Soja,750.25,Manual,Arenoso,Inverno,12.4,162.07,82.79,8267.09,37.3,57.62,0.541,1
FAZ_01356,TerraScan_X,Cenoura,280.5,Gotejamento,Siltoso,Primavera,5.3,48.42,51.56,1356.78,21.8,86.47,0.824,0
FAZ_01357,Gaia_Vision,Tomate,262.58,Gotejamento,Franco,Inverno,11.22,118.97,54.49,2929.44,30.47,85.24,0.778,0
FAZ_01358,OrbSat_Field,Arroz,700.31,Aspersao,Argiloso,Inverno,22.34,157.31,70.05,5960.18,22.4,84.99,0.696,1
FAZ_01359,AgroSat_BR,Soja,486.15,Aspersao,Organico,Inverno,6.78,155.34,55.92,6981.17,22.51,61.7,0.597,1
FAZ_01360,AgroSat_BR,Trigo,408.37,Sequeiro,Franco,Primavera,14.21,95.37,36.16,5574.26,36.87,,0.683,0
FAZ_01361,AgroSat_BR,Milho,443.86,Aspersao,Siltoso,Primavera,15.31,104.75,68.83,3458.25,34.89,68.37,,0
FAZ_01362,Gaia_Vision,Cenoura,334.03,Sequeiro,Franco,Outono,7.84,109.91,31.76,1086.18,18.7,54.39,0.652,0
FAZ_01363,TerraScan_X,Trigo,676.21,Aspersao,Siltoso,Outono,17.37,57.72,68.69,7018.24,26.55,69.99,0.825,1
FAZ_01364,Gaia_Vision,Arroz,209.15,Sequeiro,Franco,Outono,4.4,20.33,35.06,2377.19,30.4,51.76,0.727,0
FAZ_01365,AgroSat_BR,Milho,300.38,Manual,Arenoso,Outono,14.17,96.8,52.12,4444.61,21.62,59.78,0.687,0
FAZ_01366,OrbSat_Field,Cenoura,147.99,Manual,,Primavera,3.22,29.57,34.13,1629.25,30.29,59.77,0.71,0
FAZ_01367,Sentinel_Agro,Tomate,158.65,Aspersao,Calcario,Outono,8.39,62.35,50.61,800.0,17.45,69.45,0.824,0
FAZ_01368,TerraScan_X,Arroz,335.94,Manual,Arenoso,Verao,9.51,98.57,54.83,2919.3,28.55,50.93,0.632,0
FAZ_01369,TerraScan_X,Cenoura,784.02,Aspersao,Siltoso,Outono,18.55,243.96,71.1,8534.79,34.56,54.15,0.569,1
FAZ_01370,Gaia_Vision,Soja,495.87,Sequeiro,Organico,Verao,9.12,122.63,59.88,4647.54,32.9,42.06,0.532,0
FAZ_01371,TerraScan_X,Cenoura,420.95,Inundacao,Organico,Verao,4.5,124.56,56.7,8696.92,34.93,45.93,0.505,1
FAZ_01372,AgroSat_BR,Arroz,750.55,Aspersao,Franco,Inverno,21.26,128.33,75.06,5855.93,21.95,86.28,0.766,0
FAZ_01373,AgroSat_BR,Soja,148.12,Sequeiro,Argiloso,Inverno,4.04,28.83,25.78,1794.33,19.63,58.17,0.661,0
FAZ_01374,Gaia_Vision,Trigo,376.19,Sequeiro,Franco,Inverno,15.26,108.22,44.26,4455.38,27.52,59.8,0.558,0
FAZ_01375,AgroSat_BR,Arroz,605.64,Manual,Arenoso,Outono,9.82,155.04,77.51,6777.84,36.38,48.14,0.484,1
FAZ_01376,OrbSat_Field,Algodao,171.52,Aspersao,Arenoso,Primavera,2.8,128.49,45.96,2661.06,30.59,79.4,0.71,0
FAZ_01377,Gaia_Vision,Tomate,410.39,Sequeiro,Siltoso,Verao,7.21,150.93,57.77,2823.43,28.31,65.38,0.662,0
FAZ_01378,OrbSat_Field,Algodao,692.68,Manual,Franco,Primavera,14.14,145.43,68.99,5870.99,35.67,49.47,0.696,1
FAZ_01379,Sentinel_Agro,Batata,168.14,Inundacao,Siltoso,Primavera,1.92,104.1,37.14,5322.58,29.71,70.62,0.665,0
FAZ_01380,OrbSat_Field,Milho,519.5,Sequeiro,Argiloso,Outono,15.8,146.68,55.69,4913.97,19.02,62.54,0.543,1
FAZ_01381,Sentinel_Agro,Cana_de_Acucar,388.06,Gotejamento,Organico,Primavera,12.98,21.42,56.93,5616.66,25.78,83.05,0.907,0
FAZ_01382,Sentinel_Agro,Tomate,374.3,Gotejamento,Organico,Primavera,17.48,82.02,55.83,3584.16,25.88,,0.893,0
FAZ_01383,OrbSat_Field,Algodao,277.51,Inundacao,Franco,Inverno,10.73,178.94,34.99,7191.43,23.55,65.5,0.67,1
FAZ_01384,Gaia_Vision,Cana_de_Acucar,225.84,Gotejamento,Siltoso,Inverno,10.69,59.28,41.37,3692.61,13.49,76.82,0.814,0
FAZ_01385,AgroSat_BR,Tomate,500.2,Inundacao,Siltoso,Verao,20.5,122.15,63.06,11429.44,27.52,70.73,0.725,1
FAZ_01386,AgroSat_BR,Cana_de_Acucar,400.16,Aspersao,Argiloso,Verao,10.71,131.36,65.07,3944.56,30.9,70.15,0.626,0
FAZ_01387,Sentinel_Agro,Soja,505.85,Gotejamento,Siltoso,Inverno,8.59,113.8,54.8,5933.86,16.77,85.6,0.864,0
FAZ_01388,Sentinel_Agro,Algodao,531.18,Aspersao,Calcario,Outono,5.42,149.68,70.73,7206.35,23.16,74.92,0.734,1
FAZ_01389,Gaia_Vision,Cenoura,241.65,Aspersao,Calcario,Outono,1.94,60.69,35.89,1803.86,34.6,56.12,0.617,1
FAZ_01390,TerraScan_X,Soja,567.15,Gotejamento,Arenoso,Verao,18.33,127.65,49.94,6879.38,26.49,73.7,0.592,1
FAZ_01391,OrbSat_Field,Tomate,334.4,Gotejamento,Calcario,Inverno,12.88,172.46,43.05,4691.9,24.64,62.42,0.644,0
FAZ_01392,Sentinel_Agro,Tomate,368.89,Aspersao,Calcario,Outono,15.62,153.76,47.18,3785.32,29.22,58.43,0.56,1
FAZ_01393,AgroSat_BR,Arroz,501.16,Manual,Arenoso,Primavera,15.7,151.52,75.65,6545.0,20.77,79.91,0.682,1
FAZ_01394,Gaia_Vision,Algodao,425.38,Sequeiro,Calcario,Verao,7.43,90.81,58.94,4536.47,27.25,82.47,0.82,0
FAZ_01395,OrbSat_Field,Batata,429.48,Gotejamento,Calcario,Verao,8.04,153.41,61.72,5733.04,32.25,59.93,0.567,0
FAZ_01396,Gaia_Vision,Batata,427.73,Inundacao,Arenoso,Primavera,10.64,105.25,61.77,8334.4,28.45,68.25,0.69,0
FAZ_01397,OrbSat_Field,Tomate,221.34,Aspersao,Franco,Primavera,11.28,111.44,41.82,2502.7,20.08,78.37,,0
FAZ_01398,OrbSat_Field,Batata,300.33,Aspersao,Arenoso,Verao,2.1,104.45,44.03,1347.75,35.48,57.1,0.607,1
FAZ_01399,Sentinel_Agro,Milho,749.92,Sequeiro,Arenoso,Primavera,14.27,189.46,77.66,5323.86,30.44,53.57,0.464,1
FAZ_01400,Gaia_Vision,Arroz,270.98,Aspersao,Calcario,Outono,7.64,91.36,58.55,2238.42,25.99,81.87,0.77,0
FAZ_01401,Gaia_Vision,Tomate,689.15,Aspersao,Organico,Verao,29.28,142.59,79.51,9194.1,26.89,65.15,0.773,1
FAZ_01402,AgroSat_BR,Batata,840.37,Gotejamento,Calcario,Outono,11.67,178.15,95.0,8333.33,29.46,59.85,0.684,0
